"nome_produto","qtd_vendida","mes","pais","regiao","cidade","Excesso"
"Genen Shouyu","10",6,"USA","CA","San Francisco",True
"Genen Shouyu","25",7,"Germany",NULL,"Frankfurt a.M.",True
"Genen Shouyu","20",8,"Venezuela","Lara","Barquisimeto",True
"Genen Shouyu","50",9,"USA","ID","Boise",True
"Genen Shouyu","5",10,"Germany",NULL,"Brandenburg",True
"Gnocchi di nonna Alice","30",1,"Austria",NULL,"Graz",False
"Gnocchi di nonna Alice","30",1,"Belgium",NULL,"Charleroi",False
"Gnocchi di nonna Alice","5",1,"Spain",NULL,"Barcelona",False
"Gnocchi di nonna Alice","44",1,"USA","AK","Anchorage",False
"Gnocchi di nonna Alice","100",1,"USA","NM","Albuquerque",False
"Gnocchi di nonna Alice","16",2,"Belgium",NULL,"Bruxelles",False
"Gnocchi di nonna Alice","15",2,"Belgium",NULL,"Charleroi",False
"Gnocchi di nonna Alice","40",2,"France",NULL,"Strasbourg",False
"Gnocchi di nonna Alice","28",2,"Portugal",NULL,"Lisboa",False
"Gnocchi di nonna Alice","21",2,"USA","CA","San Francisco",False
"Gnocchi di nonna Alice","18",3,"Canada","BC","Tsawassen",False
"Gnocchi di nonna Alice","30",3,"Portugal",NULL,"Lisboa",False
"Gnocchi di nonna Alice","12",3,"Switzerland",NULL,"Bern",False
"Gnocchi di nonna Alice","20",3,"UK",NULL,"London",False
"Gnocchi di nonna Alice","70",4,"Austria",NULL,"Graz",False
"Gnocchi di nonna Alice","30",4,"Brazil","SP","Sao Paulo",False
"Gnocchi di nonna Alice","14",4,"Germany",NULL,"Frankfurt a.M.",False
"Gnocchi di nonna Alice","60",4,"Switzerland",NULL,"Bern",False
"Gnocchi di nonna Alice","5",4,"USA","OR","Portland",False
"Gnocchi di nonna Alice","30",5,"Finland",NULL,"Oulu",False
"Gnocchi di nonna Alice","60",6,"Canada","Québec","Montréal",False
"Gnocchi di nonna Alice","40",6,"USA","ID","Boise",False
"Gnocchi di nonna Alice","28",7,"Germany",NULL,"Münster",False
"Gnocchi di nonna Alice","2",7,"USA","NM","Albuquerque",False
"Gnocchi di nonna Alice","14",7,"USA","OR","Eugene",False
"Gnocchi di nonna Alice","5",7,"USA","WA","Seattle",False
"Gnocchi di nonna Alice","60",8,"Brazil","SP","Sao Paulo",False
"Gnocchi di nonna Alice","20",8,"Canada","Québec","Montréal",False
"Gnocchi di nonna Alice","4",9,"France",NULL,"Reims",False
"Gnocchi di nonna Alice","20",9,"Germany",NULL,"Stuttgart",False
"Gnocchi di nonna Alice","12",9,"Portugal",NULL,"Lisboa",False
"Gnocchi di nonna Alice","45",9,"USA","ID","Boise",False
"Gnocchi di nonna Alice","20",10,"Brazil","RJ","Rio de Janeiro",False
"Gnocchi di nonna Alice","30",10,"Ireland","Co. Cork","Cork",False
"Gnocchi di nonna Alice","18",10,"USA","ID","Boise",False
"Gnocchi di nonna Alice","12",10,"USA","WY","Lander",False
"Gnocchi di nonna Alice","30",11,"France",NULL,"Marseille",False
"Gnocchi di nonna Alice","10",11,"Italy",NULL,"Reggio Emilia",False
"Gnocchi di nonna Alice","15",11,"UK","Isle of Wight","Cowes",False
"Gnocchi di nonna Alice","28",11,"USA","ID","Boise",False
"Gnocchi di nonna Alice","20",11,"USA","NM","Albuquerque",False
"Gnocchi di nonna Alice","14",11,"USA","WA","Seattle",False
"Gnocchi di nonna Alice","20",12,"Brazil","SP","Campinas",False
"Gnocchi di nonna Alice","20",12,"Finland",NULL,"Oulu",False
"Gnocchi di nonna Alice","60",12,"Sweden",NULL,"Bräcke",False
"Gnocchi di nonna Alice","20",12,"UK","Essex","Colchester",False
"Gnocchi di nonna Alice","18",12,"USA","WY","Lander",False
"Gorgonzola Telino","14",1,"Brazil","SP","Campinas",False
"Gorgonzola Telino","35",1,"France",NULL,"Strasbourg",False
"Gorgonzola Telino","9",1,"Germany",NULL,"Köln",False
"Gorgonzola Telino","16",1,"Italy",NULL,"Reggio Emilia",False
"Gorgonzola Telino","14",1,"USA","AK","Anchorage",False
"Gorgonzola Telino","35",2,"Brazil","RJ","Rio de Janeiro",False
"Gorgonzola Telino","3",2,"Germany",NULL,"Münster",False
"Gorgonzola Telino","24",3,"Austria",NULL,"Graz",False
"Gorgonzola Telino","35",3,"Belgium",NULL,"Charleroi",False
"Gorgonzola Telino","10",3,"Germany",NULL,"Leipzig",False
"Gorgonzola Telino","50",3,"UK","Essex","Colchester",False
"Gorgonzola Telino","44",3,"USA","ID","Boise",False
"Gorgonzola Telino","25",3,"Venezuela","Nueva Esparta","I. de Margarita",False
"Gorgonzola Telino","20",4,"Brazil","SP","Sao Paulo",False
"Gorgonzola Telino","15",4,"UK","Essex","Colchester",False
"Gorgonzola Telino","30",5,"Finland",NULL,"Oulu",False
"Gorgonzola Telino","55",5,"Germany",NULL,"Cunewalde",False
"Gorgonzola Telino","40",5,"Germany",NULL,"Frankfurt a.M.",False
"Gorgonzola Telino","30",5,"Switzerland",NULL,"Genève",False
"Gorgonzola Telino","50",6,"France",NULL,"Strasbourg",False
"Gorgonzola Telino","60",6,"Ireland","Co. Cork","Cork",False
"Gorgonzola Telino","20",6,"Mexico",NULL,"México D.F.",False
"Gorgonzola Telino","41",6,"USA","NM","Albuquerque",False
"Gorgonzola Telino","20",7,"Brazil","RJ","Rio de Janeiro",False
"Gorgonzola Telino","15",8,"Germany",NULL,"Cunewalde",False
"Gorgonzola Telino","40",8,"USA","NM","Albuquerque",False
"Gorgonzola Telino","20",9,"Brazil","SP","Sao Paulo",False
"Gorgonzola Telino","8",9,"Germany",NULL,"Stuttgart",False
"Gorgonzola Telino","20",9,"USA","AK","Anchorage",False
"Gorgonzola Telino","4",10,"Germany",NULL,"Brandenburg",False
"Gorgonzola Telino","56",10,"Germany",NULL,"München",False
"Gorgonzola Telino","25",10,"Ireland","Co. Cork","Cork",False
"Gorgonzola Telino","50",10,"USA","ID","Boise",False
"Gorgonzola Telino","20",10,"Venezuela","Táchira","San Cristóbal",False
"Gorgonzola Telino","8",11,"Austria",NULL,"Salzburg",False
"Gorgonzola Telino","3",11,"France",NULL,"Marseille",False
"Gorgonzola Telino","20",11,"Germany",NULL,"Aachen",False
"Gorgonzola Telino","30",11,"Germany",NULL,"Stuttgart",False
"Gorgonzola Telino","70",11,"UK",NULL,"London",False
"Gorgonzola Telino","1",12,"Argentina",NULL,"Buenos Aires",False
"Gorgonzola Telino","146",12,"Austria",NULL,"Graz",False
"Gorgonzola Telino","10",12,"Brazil","RJ","Rio de Janeiro",False
"Gorgonzola Telino","42",12,"Canada","Québec","Montréal",False
"Gorgonzola Telino","30",12,"Poland",NULL,"Warszawa",False
"Gorgonzola Telino","2",12,"Sweden",NULL,"Bräcke",False
"Gorgonzola Telino","50",12,"UK","Essex","Colchester",False
"Gorgonzola Telino","32",12,"USA","ID","Boise",False
"Grandma's Boysenberry Spread","6",1,"Brazil","SP","Sao Paulo",True
"Grandma's Boysenberry Spread","50",2,"France",NULL,"Marseille",True
"Grandma's Boysenberry Spread","40",3,"Brazil","RJ","Rio de Janeiro",True
"Grandma's Boysenberry Spread","12",3,"Canada","BC","Tsawassen",True
"Grandma's Boysenberry Spread","16",3,"Germany",NULL,"Berlin",True
"Grandma's Boysenberry Spread","20",3,"Germany",NULL,"Frankfurt a.M.",True
"Grandma's Boysenberry Spread","20",5,"France",NULL,"Marseille",True
"Grandma's Boysenberry Spread","1",5,"USA","NM","Albuquerque",True
"Grandma's Boysenberry Spread","70",8,"Canada","Québec","Montréal",True
"Grandma's Boysenberry Spread","30",9,"Ireland","Co. Cork","Cork",True
"Grandma's Boysenberry Spread","6",10,"Germany",NULL,"Brandenburg",True
"Grandma's Boysenberry Spread","30",11,"Brazil","SP","Campinas",True
"Gravad lax","10",1,"France",NULL,"Lille",False
"Gravad lax","60",1,"USA","ID","Boise",False
"Gravad lax","8",3,"Switzerland",NULL,"Bern",False
"Gravad lax","18",5,"UK",NULL,"London",False
"Gravad lax","1",7,"Mexico",NULL,"México D.F.",False
"Gravad lax","28",10,"Germany",NULL,"München",False
"Guaraná Fantástica","40",1,"Germany",NULL,"München",True
"Guaraná Fantástica","110",2,"Austria",NULL,"Graz",True
"Guaraná Fantástica","12",2,"Belgium",NULL,"Charleroi",True
"Guaraná Fantástica","10",2,"Germany",NULL,"Brandenburg",True
"Guaraná Fantástica","20",2,"Germany",NULL,"Münster",True
"Guaraná Fantástica","6",2,"Sweden",NULL,"Luleå",True
"Guaraná Fantástica","8",2,"USA","OR","Portland",True
"Guaraná Fantástica","110",3,"Austria",NULL,"Graz",True
"Guaraná Fantástica","35",3,"Brazil","RJ","Rio de Janeiro",True
"Guaraná Fantástica","50",3,"Denmark",NULL,"Århus",True
"Guaraná Fantástica","28",3,"Italy",NULL,"Bergamo",True
"Guaraná Fantástica","80",3,"UK",NULL,"London",True
"Guaraná Fantástica","20",3,"USA","ID","Boise",True
"Guaraná Fantástica","10",3,"Venezuela","Táchira","San Cristóbal",True
"Guaraná Fantástica","10",4,"Brazil","SP","Sao Paulo",True
"Guaraná Fantástica","30",4,"Canada","BC","Tsawassen",True
"Guaraná Fantástica","10",4,"France",NULL,"Toulouse",True
"Guaraná Fantástica","10",4,"Italy",NULL,"Reggio Emilia",True
"Guaraná Fantástica","5",4,"Mexico",NULL,"México D.F.",True
"Guaraná Fantástica","8",4,"Norway",NULL,"Stavern",True
"Guaraná Fantástica","12",4,"Poland",NULL,"Warszawa",True
"Guaraná Fantástica","12",4,"Spain",NULL,"Sevilla",True
"Guaraná Fantástica","21",4,"USA","ID","Boise",True
"Guaraná Fantástica","30",4,"USA","NM","Albuquerque",True
"Guaraná Fantástica","29",4,"Venezuela","Táchira","San Cristóbal",True
"Guaraná Fantástica","35",5,"Brazil","RJ","Rio de Janeiro",True
"Guaraná Fantástica","20",5,"Mexico",NULL,"México D.F.",True
"Guaraná Fantástica","25",6,"Canada","Québec","Montréal",True
"Guaraná Fantástica","18",6,"USA","ID","Boise",True
"Guaraná Fantástica","28",7,"Austria",NULL,"Graz",True
"Guaraná Fantástica","35",7,"Austria",NULL,"Salzburg",True
"Guaraná Fantástica","15",7,"Switzerland",NULL,"Bern",True
"Guaraná Fantástica","15",8,"Brazil","RJ","Rio de Janeiro",True
"Guaraná Fantástica","5",8,"Canada","BC","Vancouver",True
"Guaraná Fantástica","3",8,"Germany",NULL,"München",True
"Guaraná Fantástica","12",8,"Italy",NULL,"Bergamo",True
"Guaraná Fantástica","10",8,"Mexico",NULL,"México D.F.",True
"Guaraná Fantástica","6",8,"Spain",NULL,"Madrid",True
"Guaraná Fantástica","12",8,"Sweden",NULL,"Luleå",True
"Guaraná Fantástica","35",10,"Brazil","SP","Sao Paulo",True
"Guaraná Fantástica","20",10,"Finland",NULL,"Helsinki",True
"Guaraná Fantástica","10",11,"France",NULL,"Toulouse",True
"Guaraná Fantástica","10",11,"Portugal",NULL,"Lisboa",True
"Guaraná Fantástica","25",11,"UK","Essex","Colchester",True
"Guaraná Fantástica","15",12,"Brazil","SP","Sao Paulo",True
"Guaraná Fantástica","20",12,"France",NULL,"Lille",True
"Guaraná Fantástica","20",12,"Germany",NULL,"Brandenburg",True
"Guaraná Fantástica","15",12,"Norway",NULL,"Stavern",True
"Gudbrandsdalsost","15",1,"Germany",NULL,"Köln",True
"Gudbrandsdalsost","20",1,"Switzerland",NULL,"Genève",True
"Gudbrandsdalsost","50",2,"USA","ID","Boise",True
"Gudbrandsdalsost","10",3,"France",NULL,"Paris",True
"Gudbrandsdalsost","9",3,"Germany",NULL,"Cunewalde",True
"Gudbrandsdalsost","30",4,"Brazil","RJ","Rio de Janeiro",True
"Gudbrandsdalsost","10",4,"France",NULL,"Toulouse",True
"Gudbrandsdalsost","36",4,"Switzerland",NULL,"Genève",True
"Gudbrandsdalsost","10",5,"Belgium",NULL,"Bruxelles",True
"Gudbrandsdalsost","18",5,"Venezuela","Táchira","San Cristóbal",True
"Gudbrandsdalsost","10",6,"Finland",NULL,"Oulu",True
"Gudbrandsdalsost","65",7,"Austria",NULL,"Graz",True
"Gudbrandsdalsost","20",7,"Germany",NULL,"Frankfurt a.M.",True
"Gudbrandsdalsost","20",8,"Germany",NULL,"Stuttgart",True
"Gudbrandsdalsost","45",9,"Austria",NULL,"Graz",True
"Gudbrandsdalsost","7",9,"France",NULL,"Nantes",True
"Gudbrandsdalsost","1",9,"Mexico",NULL,"México D.F.",True
"Gudbrandsdalsost","15",9,"Venezuela","Lara","Barquisimeto",True
"Gudbrandsdalsost","25",10,"Germany",NULL,"München",True
"Gudbrandsdalsost","30",10,"USA","WA","Seattle",True
"Gudbrandsdalsost","30",11,"Austria",NULL,"Salzburg",True
"Gudbrandsdalsost","25",11,"France",NULL,"Marseille",True
"Gudbrandsdalsost","18",11,"France",NULL,"Toulouse",True
"Gudbrandsdalsost","20",11,"Germany",NULL,"Stuttgart",True
"Gudbrandsdalsost","40",11,"Switzerland",NULL,"Bern",True
"Gudbrandsdalsost","33",11,"UK",NULL,"London",True
"Gudbrandsdalsost","20",11,"USA","WY","Lander",True
"Gudbrandsdalsost","50",12,"Austria",NULL,"Salzburg",True
"Gudbrandsdalsost","32",12,"Venezuela","Táchira","San Cristóbal",True
"Gula Malacca","40",1,"Canada","BC","Tsawassen",True
"Gula Malacca","16",1,"France",NULL,"Toulouse",True
"Gula Malacca","100",2,"USA","ID","Boise",True
"Gula Malacca","6",3,"Belgium",NULL,"Bruxelles",True
"Gula Malacca","18",3,"Canada","BC","Tsawassen",True
"Gula Malacca","15",3,"Portugal",NULL,"Lisboa",True
"Gula Malacca","2",3,"USA","WA","Seattle",True
"Gula Malacca","15",4,"Brazil","SP","Sao Paulo",True
"Gula Malacca","9",4,"Mexico",NULL,"México D.F.",True
"Gula Malacca","12",4,"USA","AK","Anchorage",True
"Gula Malacca","40",5,"Portugal",NULL,"Lisboa",True
"Gula Malacca","21",6,"Mexico",NULL,"México D.F.",True
"Gula Malacca","10",6,"Sweden",NULL,"Bräcke",True
"Gula Malacca","24",8,"Brazil","RJ","Rio de Janeiro",True
"Gula Malacca","21",8,"Germany",NULL,"Frankfurt a.M.",True
"Gula Malacca","16",8,"Sweden",NULL,"Luleå",True
"Gula Malacca","10",8,"USA","MT","Butte",True
"Gula Malacca","21",9,"Mexico",NULL,"México D.F.",True
"Gula Malacca","28",9,"USA","OR","Eugene",True
"Gula Malacca","74",10,"Germany",NULL,"Cunewalde",True
"Gula Malacca","77",11,"Austria",NULL,"Graz",True
"Gula Malacca","16",11,"Germany",NULL,"Cunewalde",True
"Gula Malacca","10",12,"Venezuela","Táchira","San Cristóbal",True
"Gumbär Gummibärchen","30",1,"Brazil","RJ","Rio de Janeiro",True
"Gumbär Gummibärchen","12",1,"Germany",NULL,"Aachen",True
"Gumbär Gummibärchen","58",1,"Germany",NULL,"Brandenburg",True
"Gumbär Gummibärchen","30",1,"Italy",NULL,"Bergamo",True
"Gumbär Gummibärchen","2",1,"Italy",NULL,"Torino",True
"Gumbär Gummibärchen","35",1,"Sweden",NULL,"Luleå",True
"Gumbär Gummibärchen","10",1,"USA","WY","Lander",True
"Gumbär Gummibärchen","6",2,"Argentina",NULL,"Buenos Aires",True
"Gumbär Gummibärchen","30",2,"Belgium",NULL,"Charleroi",True
"Gumbär Gummibärchen","20",2,"Brazil","SP","Sao Paulo",True
"Gumbär Gummibärchen","15",2,"Sweden",NULL,"Luleå",True
"Gumbär Gummibärchen","30",3,"Brazil","SP","Sao Paulo",True
"Gumbär Gummibärchen","5",3,"France",NULL,"Versailles",True
"Gumbär Gummibärchen","6",4,"Belgium",NULL,"Bruxelles",True
"Gumbär Gummibärchen","63",4,"Germany",NULL,"Cunewalde",True
"Gumbär Gummibärchen","12",4,"UK",NULL,"London",True
"Gumbär Gummibärchen","40",5,"Germany",NULL,"Cunewalde",True
"Gumbär Gummibärchen","6",7,"Brazil","RJ","Rio de Janeiro",True
"Gumbär Gummibärchen","5",7,"Germany",NULL,"Frankfurt a.M.",True
"Gumbär Gummibärchen","35",8,"Austria",NULL,"Graz",True
"Gumbär Gummibärchen","15",9,"Austria",NULL,"Salzburg",True
"Gumbär Gummibärchen","30",9,"Mexico",NULL,"México D.F.",True
"Gumbär Gummibärchen","24",10,"Germany",NULL,"München",True
"Gumbär Gummibärchen","30",10,"USA","ID","Boise",True
"Gumbär Gummibärchen","15",10,"USA","WA","Seattle",True
"Gumbär Gummibärchen","50",10,"Venezuela","Lara","Barquisimeto",True
"Gumbär Gummibärchen","32",11,"Switzerland",NULL,"Genève",True
"Gumbär Gummibärchen","16",11,"Venezuela","Lara","Barquisimeto",True
"Gumbär Gummibärchen","70",12,"USA","ID","Boise",True
"Gumbär Gummibärchen","21",12,"Venezuela","Táchira","San Cristóbal",True
"Gustaf's Knäckebröd","52",1,"Austria",NULL,"Graz",True
"Gustaf's Knäckebröd","35",1,"Austria",NULL,"Salzburg",True
"Gustaf's Knäckebröd","12",2,"UK",NULL,"London",True
"Gustaf's Knäckebröd","21",3,"UK",NULL,"London",True
"Gustaf's Knäckebröd","25",4,"Sweden",NULL,"Bräcke",True
"Gustaf's Knäckebröd","24",5,"Finland",NULL,"Oulu",True
"Gustaf's Knäckebröd","6",7,"France",NULL,"Lyon",True
"Gustaf's Knäckebröd","48",7,"USA","ID","Boise",True
"Gustaf's Knäckebröd","15",8,"Brazil","RJ","Rio de Janeiro",True
"Gustaf's Knäckebröd","40",8,"Canada","Québec","Montréal",True
"Gustaf's Knäckebröd","40",8,"Italy",NULL,"Bergamo",True
"Gustaf's Knäckebröd","20",9,"Germany",NULL,"Stuttgart",True
"Gustaf's Knäckebröd","6",12,"France",NULL,"Lille",True
"Gustaf's Knäckebröd","4",12,"UK","Essex","Colchester",True
"Ikura","100",1,"Austria",NULL,"Graz",True
"Ikura","16",1,"Belgium",NULL,"Charleroi",True
"Ikura","15",1,"France",NULL,"Marseille",True
"Ikura","70",2,"Brazil","RJ","Rio de Janeiro",True
"Ikura","20",2,"France",NULL,"Lyon",True
"Ikura","14",2,"France",NULL,"Strasbourg",True
"Ikura","10",2,"Spain",NULL,"Sevilla",True
"Ikura","30",3,"Canada","BC","Tsawassen",True
"Ikura","25",3,"Denmark",NULL,"Århus",True
"Ikura","20",3,"France",NULL,"Lyon",True
"Ikura","20",3,"Sweden",NULL,"Luleå",True
"Ikura","24",4,"Germany",NULL,"Köln",True
"Ikura","16",4,"Switzerland",NULL,"Bern",True
"Ikura","2",5,"Sweden",NULL,"Luleå",True
"Ikura","1",5,"USA","NM","Albuquerque",True
"Ikura","5",6,"Spain",NULL,"Barcelona",True
"Ikura","10",7,"France",NULL,"Nantes",True
"Ikura","70",7,"USA","ID","Boise",True
"Ikura","24",8,"Germany",NULL,"Cunewalde",True
"Ikura","18",8,"Ireland","Co. Cork","Cork",True
"Ikura","15",8,"Mexico",NULL,"México D.F.",True
"Ikura","20",9,"Brazil","SP","Campinas",True
"Ikura","2",9,"Mexico",NULL,"México D.F.",True
"Ikura","24",9,"Portugal",NULL,"Lisboa",True
"Ikura","16",10,"Canada","Québec","Montréal",True
"Ikura","18",10,"Denmark",NULL,"Århus",True
"Ikura","21",10,"France",NULL,"Marseille",True
"Ikura","18",10,"USA","ID","Boise",True
"Ikura","30",11,"Venezuela","Lara","Barquisimeto",True
"Ikura","16",12,"Canada","BC","Tsawassen",True
"Ikura","36",12,"UK",NULL,"London",True
"Ikura","6",12,"USA","MT","Butte",True
"Ikura","10",12,"Venezuela","DF","Caracas",True
"Inlagd Sill","5",1,"Brazil","SP","Sao Paulo",True
"Inlagd Sill","50",1,"Venezuela","Nueva Esparta","I. de Margarita",True
"Inlagd Sill","20",2,"Germany",NULL,"Brandenburg",True
"Inlagd Sill","25",3,"Brazil","RJ","Rio de Janeiro",True
"Inlagd Sill","40",3,"USA","ID","Boise",True
"Inlagd Sill","30",3,"USA","OR","Eugene",True
"Inlagd Sill","18",4,"Spain",NULL,"Sevilla",True
"Inlagd Sill","16",4,"UK","Essex","Colchester",True
"Inlagd Sill","35",4,"USA","WA","Seattle",True
"Inlagd Sill","30",5,"France",NULL,"Marseille",True
"Inlagd Sill","30",5,"Germany",NULL,"Cunewalde",True
"Inlagd Sill","60",5,"UK",NULL,"London",True
"Inlagd Sill","25",6,"Brazil","RJ","Rio de Janeiro",True
"Inlagd Sill","21",7,"France",NULL,"Toulouse",True
"Inlagd Sill","25",7,"Switzerland",NULL,"Genève",True
"Inlagd Sill","55",7,"USA","ID","Boise",True
"Inlagd Sill","15",8,"Brazil","RJ","Rio de Janeiro",True
"Inlagd Sill","30",8,"Finland",NULL,"Oulu",True
"Inlagd Sill","30",9,"Denmark",NULL,"Kobenhavn",True
"Inlagd Sill","12",9,"Germany",NULL,"Cunewalde",True
"Inlagd Sill","46",9,"Ireland","Co. Cork","Cork",True
"Inlagd Sill","40",10,"Germany",NULL,"Brandenburg",True
"Inlagd Sill","60",10,"Germany",NULL,"München",True
"Inlagd Sill","5",10,"USA","OR","Portland",True
"Inlagd Sill","6",11,"France",NULL,"Reims",True
"Inlagd Sill","20",11,"France",NULL,"Toulouse",True
"Inlagd Sill","20",11,"USA","WY","Lander",True
"Inlagd Sill","6",12,"France",NULL,"Toulouse",True
"Inlagd Sill","30",12,"Italy",NULL,"Bergamo",True
"Ipoh Coffee","7",1,"Argentina",NULL,"Buenos Aires",False
"Ipoh Coffee","20",1,"France",NULL,"Lyon",False
"Ipoh Coffee","5",1,"Mexico",NULL,"México D.F.",False
"Ipoh Coffee","9",1,"Norway",NULL,"Stavern",False
"Ipoh Coffee","20",2,"Belgium",NULL,"Charleroi",False
"Ipoh Coffee","9",3,"Canada","BC","Tsawassen",False
"Ipoh Coffee","10",3,"France",NULL,"Toulouse",False
"Ipoh Coffee","15",3,"Germany",NULL,"Brandenburg",False
"Ipoh Coffee","24",3,"Germany",NULL,"Cunewalde",False
"Ipoh Coffee","3",3,"Portugal",NULL,"Lisboa",False
"Ipoh Coffee","6",3,"UK",NULL,"London",False
"Ipoh Coffee","30",4,"Brazil","RJ","Rio de Janeiro",False
"Ipoh Coffee","15",4,"Mexico",NULL,"México D.F.",False
"Ipoh Coffee","30",4,"UK",NULL,"London",False
"Ipoh Coffee","25",5,"Austria",NULL,"Salzburg",False
"Ipoh Coffee","36",5,"Brazil","SP","Sao Paulo",False
"Ipoh Coffee","60",5,"Sweden",NULL,"Luleå",False
"Ipoh Coffee","20",8,"Brazil","SP","Resende",False
"Ipoh Coffee","25",8,"Finland",NULL,"Oulu",False
"Ipoh Coffee","15",8,"USA","NM","Albuquerque",False
"Ipoh Coffee","12",9,"Belgium",NULL,"Charleroi",False
"Ipoh Coffee","6",9,"Finland",NULL,"Helsinki",False
"Ipoh Coffee","24",9,"Germany",NULL,"Stuttgart",False
"Ipoh Coffee","20",9,"Ireland","Co. Cork","Cork",False
"Ipoh Coffee","40",10,"France",NULL,"Marseille",False
"Ipoh Coffee","40",10,"Germany",NULL,"Cunewalde",False
"Ipoh Coffee","24",10,"USA","AK","Anchorage",False
"Ipoh Coffee","30",12,"Belgium",NULL,"Bruxelles",False
"Jack's New England Clam Chowder","25",1,"Canada","BC","Tsawassen",True
"Jack's New England Clam Chowder","20",1,"France",NULL,"Lyon",True
"Jack's New England Clam Chowder","20",1,"Italy",NULL,"Bergamo",True
"Jack's New England Clam Chowder","12",1,"Sweden",NULL,"Bräcke",True
"Jack's New England Clam Chowder","14",2,"France",NULL,"Nantes",True
"Jack's New England Clam Chowder","5",2,"Norway",NULL,"Stavern",True
"Jack's New England Clam Chowder","30",2,"Sweden",NULL,"Luleå",True
"Jack's New England Clam Chowder","30",2,"Venezuela","Táchira","San Cristóbal",True
"Jack's New England Clam Chowder","4",3,"Brazil","RJ","Rio de Janeiro",True
"Jack's New England Clam Chowder","6",3,"France",NULL,"Versailles",True
"Jack's New England Clam Chowder","6",3,"Switzerland",NULL,"Genève",True
"Jack's New England Clam Chowder","24",3,"Venezuela","Táchira","San Cristóbal",True
"Jack's New England Clam Chowder","10",4,"Argentina",NULL,"Buenos Aires",True
"Jack's New England Clam Chowder","20",4,"Canada","BC","Vancouver",True
"Jack's New England Clam Chowder","20",4,"Germany",NULL,"Köln",True
"Jack's New England Clam Chowder","110",4,"Ireland","Co. Cork","Cork",True
"Jack's New England Clam Chowder","35",4,"Sweden",NULL,"Bräcke",True
"Jack's New England Clam Chowder","28",4,"Venezuela","Nueva Esparta","I. de Margarita",True
"Jack's New England Clam Chowder","40",5,"Austria",NULL,"Graz",True
"Jack's New England Clam Chowder","9",5,"Germany",NULL,"Aachen",True
"Jack's New England Clam Chowder","14",5,"Germany",NULL,"Münster",True
"Jack's New England Clam Chowder","6",5,"UK",NULL,"London",True
"Jack's New England Clam Chowder","12",5,"USA","ID","Boise",True
"Jack's New England Clam Chowder","3",5,"USA","NM","Albuquerque",True
"Jack's New England Clam Chowder","12",6,"France",NULL,"Strasbourg",True
"Jack's New England Clam Chowder","9",6,"Germany",NULL,"Köln",True
"Jack's New England Clam Chowder","10",7,"Brazil","RJ","Rio de Janeiro",True
"Jack's New England Clam Chowder","16",7,"Germany",NULL,"Köln",True
"Jack's New England Clam Chowder","25",7,"Sweden",NULL,"Bräcke",True
"Jack's New England Clam Chowder","4",9,"Brazil","SP","Campinas",True
"Jack's New England Clam Chowder","20",9,"Italy",NULL,"Reggio Emilia",True
"Jack's New England Clam Chowder","144",9,"USA","ID","Boise",True
"Jack's New England Clam Chowder","10",9,"USA","NM","Albuquerque",True
"Jack's New England Clam Chowder","12",10,"Brazil","SP","Sao Paulo",True
"Jack's New England Clam Chowder","12",10,"France",NULL,"Marseille",True
"Jack's New England Clam Chowder","20",10,"UK","Isle of Wight","Cowes",True
"Jack's New England Clam Chowder","42",10,"USA","ID","Boise",True
"Jack's New England Clam Chowder","13",11,"Austria",NULL,"Graz",True
"Jack's New England Clam Chowder","35",11,"Austria",NULL,"Salzburg",True
"Jack's New England Clam Chowder","12",11,"France",NULL,"Reims",True
"Jack's New England Clam Chowder","8",12,"Brazil","RJ","Rio de Janeiro",True
"Jack's New England Clam Chowder","30",12,"Denmark",NULL,"Århus",True
"Jack's New England Clam Chowder","20",12,"Germany",NULL,"München",True
"Jack's New England Clam Chowder","10",12,"Sweden",NULL,"Luleå",True
"Jack's New England Clam Chowder","14",12,"UK","Essex","Colchester",True
"Konbu","65",1,"Austria",NULL,"Graz",True
"Konbu","2",1,"Brazil","SP","Resende",True
"Konbu","7",1,"Canada","BC","Vancouver",True
"Konbu","3",1,"France",NULL,"Toulouse",True
"Konbu","6",1,"Sweden",NULL,"Luleå",True
"Konbu","10",1,"UK","Isle of Wight","Cowes",True
"Konbu","5",2,"Argentina",NULL,"Buenos Aires",True
"Konbu","40",2,"Brazil","RJ","Rio de Janeiro",True
"Konbu","28",2,"USA","ID","Boise",True
"Konbu","20",3,"France",NULL,"Marseille",True
"Konbu","97",3,"Germany",NULL,"Cunewalde",True
"Konbu","20",3,"Germany",NULL,"Leipzig",True
"Konbu","10",3,"Mexico",NULL,"México D.F.",True
"Konbu","42",3,"Switzerland",NULL,"Genève",True
"Konbu","16",3,"UK",NULL,"London",True
"Konbu","84",3,"USA","ID","Boise",True
"Konbu","30",4,"Brazil","RJ","Rio de Janeiro",True
"Konbu","20",4,"Finland",NULL,"Oulu",True
"Konbu","7",4,"Germany",NULL,"Aachen",True
"Konbu","10",4,"Germany",NULL,"Köln",True
"Konbu","136",4,"USA","ID","Boise",True
"Konbu","10",5,"Finland",NULL,"Oulu",True
"Konbu","8",5,"UK",NULL,"London",True
"Konbu","4",5,"USA","NM","Albuquerque",True
"Konbu","10",5,"Venezuela","Lara","Barquisimeto",True
"Konbu","68",7,"Venezuela","Táchira","San Cristóbal",True
