"produto","cidade","pais","data_inteira","und_estoque","esp_estoque","Excesso"
"Filo Mix","Resende","Brazil","1998-01-01","38.00","25.00",True
"Filo Mix","Rio de Janeiro","Brazil","1997-06-10","38.00","25.00",True
"Filo Mix","Rio de Janeiro","Brazil","1998-03-04","38.00","25.00",True
"Filo Mix","Sao Paulo","Brazil","1997-10-31","38.00","25.00",True
"Filo Mix","Sao Paulo","Brazil","1998-03-19","38.00","25.00",True
"Filo Mix","Strasbourg","France","1997-02-18","38.00","25.00",True
"Filo Mix","Vancouver","Canada","1997-08-05","38.00","25.00",True
"Filo Mix","Versailles","France","1998-03-05","38.00","25.00",True
"Flotemysost","Albuquerque","USA","1997-01-01","26.00","0.00",True
"Flotemysost","Albuquerque","USA","1997-07-14","26.00","0.00",True
"Flotemysost","Århus","Denmark","1996-12-31","26.00","0.00",True
"Flotemysost","Berlin","Germany","1998-04-09","26.00","0.00",True
"Flotemysost","Boise","USA","1997-10-10","26.00","0.00",True
"Flotemysost","Boise","USA","1998-01-22","26.00","0.00",True
"Flotemysost","Boise","USA","1998-04-17","26.00","0.00",True
"Flotemysost","Bräcke","Sweden","1996-12-10","26.00","0.00",True
"Flotemysost","Charleroi","Belgium","1997-02-26","26.00","0.00",True
"Flotemysost","Charleroi","Belgium","1998-04-21","26.00","0.00",True
"Flotemysost","Colchester","UK","1997-12-08","26.00","0.00",True
"Flotemysost","Cork","Ireland","1996-09-19","26.00","0.00",True
"Flotemysost","Cork","Ireland","1996-12-05","26.00","0.00",True
"Flotemysost","Cork","Ireland","1997-08-27","26.00","0.00",True
"Flotemysost","Cork","Ireland","1997-10-13","26.00","0.00",True
"Flotemysost","Cowes","UK","1997-03-13","26.00","0.00",True
"Flotemysost","Cowes","UK","1997-08-05","26.00","0.00",True
"Flotemysost","Cunewalde","Germany","1998-03-10","26.00","0.00",True
"Flotemysost","Eugene","USA","1997-07-31","26.00","0.00",True
"Flotemysost","Graz","Austria","1997-09-12","26.00","0.00",True
"Flotemysost","Graz","Austria","1997-12-10","26.00","0.00",True
"Flotemysost","Graz","Austria","1998-04-08","26.00","0.00",True
"Flotemysost","Köln","Germany","1997-01-07","26.00","0.00",True
"Flotemysost","London","UK","1996-11-26","26.00","0.00",True
"Flotemysost","London","UK","1998-04-15","26.00","0.00",True
"Flotemysost","Luleå","Sweden","1997-08-11","26.00","0.00",True
"Flotemysost","Luleå","Sweden","1997-09-17","26.00","0.00",True
"Flotemysost","Marseille","France","1997-10-23","26.00","0.00",True
"Flotemysost","México D.F.","Mexico","1996-09-12","26.00","0.00",True
"Flotemysost","Montréal","Canada","1997-07-21","26.00","0.00",True
"Flotemysost","München","Germany","1996-12-27","26.00","0.00",True
"Flotemysost","München","Germany","1998-04-09","26.00","0.00",True
"Flotemysost","Oulu","Finland","1996-10-03","26.00","0.00",True
"Flotemysost","Oulu","Finland","1996-10-18","26.00","0.00",True
"Flotemysost","Oulu","Finland","1997-02-24","26.00","0.00",True
"Flotemysost","Reims","France","1996-08-06","26.00","0.00",True
"Flotemysost","Rio de Janeiro","Brazil","1997-02-14","26.00","0.00",True
"Flotemysost","Rio de Janeiro","Brazil","1997-05-19","26.00","0.00",True
"Flotemysost","Rio de Janeiro","Brazil","1997-10-28","26.00","0.00",True
"Flotemysost","San Cristóbal","Venezuela","1998-02-23","26.00","0.00",True
"Flotemysost","Sao Paulo","Brazil","1998-02-27","26.00","0.00",True
"Flotemysost","Stavern","Norway","1996-12-18","26.00","0.00",True
"Geitost","Boise","USA","1997-07-22","112.00","20.00",True
"Geitost","Boise","USA","1997-09-23","112.00","20.00",True
"Geitost","Boise","USA","1998-01-05","112.00","20.00",True
"Geitost","Buenos Aires","Argentina","1998-04-28","112.00","20.00",True
"Geitost","Charleroi","Belgium","1996-07-09","112.00","20.00",True
"Geitost","Cowes","UK","1997-03-13","112.00","20.00",True
"Geitost","Cunewalde","Germany","1996-08-05","112.00","20.00",True
"Geitost","Cunewalde","Germany","1997-04-23","112.00","20.00",True
"Geitost","Elgin","USA","1997-01-15","112.00","20.00",True
"Geitost","Eugene","USA","1997-05-06","112.00","20.00",True
"Geitost","Frankfurt a.M.","Germany","1997-05-14","112.00","20.00",True
"Geitost","Genève","Switzerland","1998-03-16","112.00","20.00",True
"Geitost","Graz","Austria","1996-12-13","112.00","20.00",True
"Geitost","Kirkland","USA","1997-06-19","112.00","20.00",True
"Geitost","Kobenhavn","Denmark","1996-10-29","112.00","20.00",True
"Geitost","Lander","USA","1996-08-01","112.00","20.00",True
"Geitost","London","UK","1997-05-16","112.00","20.00",True
"Geitost","London","UK","1998-04-15","112.00","20.00",True
"Geitost","Lyon","France","1998-01-23","112.00","20.00",True
"Geitost","México D.F.","Mexico","1997-09-22","112.00","20.00",True
"Geitost","México D.F.","Mexico","1997-09-25","112.00","20.00",True
"Geitost","México D.F.","Mexico","1998-02-27","112.00","20.00",True
"Geitost","Reggio Emilia","Italy","1997-06-09","112.00","20.00",True
"Geitost","Sao Paulo","Brazil","1997-01-14","112.00","20.00",True
"Geitost","Sao Paulo","Brazil","1998-02-26","112.00","20.00",True
"Geitost","Seattle","USA","1996-07-31","112.00","20.00",True
"Geitost","Seattle","USA","1998-01-30","112.00","20.00",True
"Geitost","Stuttgart","Germany","1997-08-14","112.00","20.00",True
"Geitost","Toulouse","France","1997-02-21","112.00","20.00",True
"Geitost","Tsawassen","Canada","1997-01-10","112.00","20.00",True
"Geitost","Tsawassen","Canada","1998-04-23","112.00","20.00",True
"Geitost","Versailles","France","1998-03-24","112.00","20.00",True
"Genen Shouyu","Barquisimeto","Venezuela","1996-08-16","39.00","5.00",True
"Genen Shouyu","Boise","USA","1997-09-04","39.00","5.00",True
"Genen Shouyu","Brandenburg","Germany","1996-10-07","39.00","5.00",True
"Genen Shouyu","Frankfurt a.M.","Germany","1997-07-08","39.00","5.00",True
"Genen Shouyu","San Francisco","USA","1997-06-25","39.00","5.00",True
"Genen Shouyu","Toulouse","France","1997-04-09","39.00","5.00",True
"Gnocchi di nonna Alice","Albuquerque","USA","1996-07-22","21.00","30.00",False
"Gnocchi di nonna Alice","Albuquerque","USA","1996-11-05","21.00","30.00",False
"Gnocchi di nonna Alice","Albuquerque","USA","1997-01-01","21.00","30.00",False
"Gnocchi di nonna Alice","Albuquerque","USA","1998-01-07","21.00","30.00",False
"Gnocchi di nonna Alice","Anchorage","USA","1998-01-01","21.00","30.00",False
"Gnocchi di nonna Alice","Anchorage","USA","1998-01-27","21.00","30.00",False
"Gnocchi di nonna Alice","Barcelona","Spain","1997-01-27","21.00","30.00",False
"Gnocchi di nonna Alice","Bern","Switzerland","1997-04-28","21.00","30.00",False
"Gnocchi di nonna Alice","Bern","Switzerland","1998-03-20","21.00","30.00",False
"Gnocchi di nonna Alice","Bern","Switzerland","1998-04-16","21.00","30.00",False
"Gnocchi di nonna Alice","Boise","USA","1997-06-02","21.00","30.00",False
"Gnocchi di nonna Alice","Boise","USA","1997-09-04","21.00","30.00",False
"Gnocchi di nonna Alice","Boise","USA","1997-10-22","21.00","30.00",False
"Gnocchi di nonna Alice","Boise","USA","1997-11-20","21.00","30.00",False
"Gnocchi di nonna Alice","Bräcke","Sweden","1997-12-02","21.00","30.00",False
"Gnocchi di nonna Alice","Bruxelles","Belgium","1998-02-19","21.00","30.00",False
"Gnocchi di nonna Alice","Campinas","Brazil","1997-12-22","21.00","30.00",False
"Gnocchi di nonna Alice","Charleroi","Belgium","1997-02-26","21.00","30.00",False
"Gnocchi di nonna Alice","Charleroi","Belgium","1998-01-20","21.00","30.00",False
"Gnocchi di nonna Alice","Colchester","UK","1996-12-16","21.00","30.00",False
"Gnocchi di nonna Alice","Cork","Ireland","1997-10-21","21.00","30.00",False
"Gnocchi di nonna Alice","Cowes","UK","1997-11-20","21.00","30.00",False
"Gnocchi di nonna Alice","Eugene","USA","1997-07-31","21.00","30.00",False
"Gnocchi di nonna Alice","Frankfurt a.M.","Germany","1997-04-04","21.00","30.00",False
"Gnocchi di nonna Alice","Graz","Austria","1997-01-30","21.00","30.00",False
"Gnocchi di nonna Alice","Graz","Austria","1997-04-22","21.00","30.00",False
"Gnocchi di nonna Alice","Lander","USA","1996-10-15","21.00","30.00",False
"Gnocchi di nonna Alice","Lander","USA","1996-12-02","21.00","30.00",False
"Gnocchi di nonna Alice","Lisboa","Portugal","1997-02-03","21.00","30.00",False
"Gnocchi di nonna Alice","Lisboa","Portugal","1997-03-04","21.00","30.00",False
"Gnocchi di nonna Alice","Lisboa","Portugal","1997-09-10","21.00","30.00",False
"Gnocchi di nonna Alice","London","UK","1997-03-11","21.00","30.00",False
"Gnocchi di nonna Alice","Marseille","France","1997-11-26","21.00","30.00",False
"Gnocchi di nonna Alice","Montréal","Canada","1997-06-17","21.00","30.00",False
"Gnocchi di nonna Alice","Montréal","Canada","1997-08-01","21.00","30.00",False
"Gnocchi di nonna Alice","Münster","Germany","1997-07-23","21.00","30.00",False
"Gnocchi di nonna Alice","Oulu","Finland","1997-05-05","21.00","30.00",False
"Gnocchi di nonna Alice","Oulu","Finland","1997-12-17","21.00","30.00",False
"Gnocchi di nonna Alice","Portland","USA","1998-04-13","21.00","30.00",False
"Gnocchi di nonna Alice","Reggio Emilia","Italy","1997-11-03","21.00","30.00",False
"Gnocchi di nonna Alice","Reims","France","1996-09-02","21.00","30.00",False
"Gnocchi di nonna Alice","Rio de Janeiro","Brazil","1997-10-02","21.00","30.00",False
"Gnocchi di nonna Alice","San Francisco","USA","1998-02-12","21.00","30.00",False
"Gnocchi di nonna Alice","Sao Paulo","Brazil","1997-04-02","21.00","30.00",False
"Gnocchi di nonna Alice","Sao Paulo","Brazil","1997-08-19","21.00","30.00",False
"Gnocchi di nonna Alice","Seattle","USA","1997-07-11","21.00","30.00",False
"Gnocchi di nonna Alice","Seattle","USA","1997-11-13","21.00","30.00",False
"Gnocchi di nonna Alice","Strasbourg","France","1997-02-05","21.00","30.00",False
"Gnocchi di nonna Alice","Stuttgart","Germany","1996-09-09","21.00","30.00",False
"Gnocchi di nonna Alice","Tsawassen","Canada","1998-03-12","21.00","30.00",False
"Gorgonzola Telino","Aachen","Germany","1996-11-26","0.00","20.00",False
"Gorgonzola Telino","Albuquerque","USA","1996-08-02","0.00","20.00",False
"Gorgonzola Telino","Albuquerque","USA","1997-06-10","0.00","20.00",False
"Gorgonzola Telino","Albuquerque","USA","1997-06-16","0.00","20.00",False
"Gorgonzola Telino","Anchorage","USA","1997-09-24","0.00","20.00",False
"Gorgonzola Telino","Anchorage","USA","1998-01-27","0.00","20.00",False
"Gorgonzola Telino","Boise","USA","1996-12-25","0.00","20.00",False
"Gorgonzola Telino","Boise","USA","1997-10-29","0.00","20.00",False
"Gorgonzola Telino","Boise","USA","1998-03-11","0.00","20.00",False
"Gorgonzola Telino","Bräcke","Sweden","1997-12-11","0.00","20.00",False
"Gorgonzola Telino","Brandenburg","Germany","1996-10-09","0.00","20.00",False
"Gorgonzola Telino","Buenos Aires","Argentina","1997-12-17","0.00","20.00",False
"Gorgonzola Telino","Campinas","Brazil","1997-01-23","0.00","20.00",False
"Gorgonzola Telino","Charleroi","Belgium","1997-03-14","0.00","20.00",False
"Gorgonzola Telino","Colchester","UK","1997-12-08","0.00","20.00",False
"Gorgonzola Telino","Colchester","UK","1998-03-16","0.00","20.00",False
"Gorgonzola Telino","Colchester","UK","1998-04-10","0.00","20.00",False
"Gorgonzola Telino","Cork","Ireland","1996-10-22","0.00","20.00",False
"Gorgonzola Telino","Cork","Ireland","1997-06-12","0.00","20.00",False
"Gorgonzola Telino","Cunewalde","Germany","1996-08-05","0.00","20.00",False
"Gorgonzola Telino","Cunewalde","Germany","1997-05-27","0.00","20.00",False
"Gorgonzola Telino","Frankfurt a.M.","Germany","1997-05-14","0.00","20.00",False
"Gorgonzola Telino","Frankfurt a.M.","Germany","1998-05-05","0.00","20.00",False
"Gorgonzola Telino","Genève","Switzerland","1997-05-14","0.00","20.00",False
"Gorgonzola Telino","Graz","Austria","1996-12-23","0.00","20.00",False
"Gorgonzola Telino","Graz","Austria","1997-12-11","0.00","20.00",False
"Gorgonzola Telino","Graz","Austria","1997-12-15","0.00","20.00",False
"Gorgonzola Telino","Graz","Austria","1998-03-26","0.00","20.00",False
"Gorgonzola Telino","I. de Margarita","Venezuela","1998-03-17","0.00","20.00",False
"Gorgonzola Telino","Köln","Germany","1998-01-15","0.00","20.00",False
"Gorgonzola Telino","Leipzig","Germany","1998-03-12","0.00","20.00",False
"Gorgonzola Telino","London","UK","1996-11-21","0.00","20.00",False
"Gorgonzola Telino","Marseille","France","1997-11-05","0.00","20.00",False
"Gorgonzola Telino","México D.F.","Mexico","1997-06-23","0.00","20.00",False
"Gorgonzola Telino","Montréal","Canada","1996-12-09","0.00","20.00",False
"Gorgonzola Telino","München","Germany","1996-10-30","0.00","20.00",False
"Gorgonzola Telino","Münster","Germany","1997-02-14","0.00","20.00",False
"Gorgonzola Telino","Oulu","Finland","1997-05-30","0.00","20.00",False
"Gorgonzola Telino","Reggio Emilia","Italy","1998-01-02","0.00","20.00",False
"Gorgonzola Telino","Rio de Janeiro","Brazil","1996-07-10","0.00","20.00",False
"Gorgonzola Telino","Rio de Janeiro","Brazil","1997-12-18","0.00","20.00",False
"Gorgonzola Telino","Rio de Janeiro","Brazil","1998-02-13","0.00","20.00",False
"Gorgonzola Telino","Salzburg","Austria","1997-11-19","0.00","20.00",False
"Gorgonzola Telino","San Cristóbal","Venezuela","1997-10-15","0.00","20.00",False
"Gorgonzola Telino","Sao Paulo","Brazil","1997-04-04","0.00","20.00",False
"Gorgonzola Telino","Sao Paulo","Brazil","1997-09-05","0.00","20.00",False
"Gorgonzola Telino","Strasbourg","France","1997-06-30","0.00","20.00",False
"Gorgonzola Telino","Strasbourg","France","1998-01-12","0.00","20.00",False
"Gorgonzola Telino","Stuttgart","Germany","1996-11-18","0.00","20.00",False
"Gorgonzola Telino","Stuttgart","Germany","1997-09-15","0.00","20.00",False
"Gorgonzola Telino","Warszawa","Poland","1996-12-05","0.00","20.00",False
"Grandma's Boysenberry Spread","Albuquerque","USA","1998-05-06","120.00","25.00",True
"Grandma's Boysenberry Spread","Berlin","Germany","1998-03-16","120.00","25.00",True
"Grandma's Boysenberry Spread","Brandenburg","Germany","1996-10-09","120.00","25.00",True
"Grandma's Boysenberry Spread","Campinas","Brazil","1997-11-07","120.00","25.00",True
"Grandma's Boysenberry Spread","Cork","Ireland","1996-09-19","120.00","25.00",True
"Grandma's Boysenberry Spread","Frankfurt a.M.","Germany","1998-03-09","120.00","25.00",True
"Grandma's Boysenberry Spread","Marseille","France","1998-02-05","120.00","25.00",True
"Grandma's Boysenberry Spread","Marseille","France","1998-05-06","120.00","25.00",True
"Grandma's Boysenberry Spread","Montréal","Canada","1997-08-01","120.00","25.00",True
"Grandma's Boysenberry Spread","Rio de Janeiro","Brazil","1998-03-31","120.00","25.00",True
"Grandma's Boysenberry Spread","Sao Paulo","Brazil","1998-01-13","120.00","25.00",True
"Grandma's Boysenberry Spread","Tsawassen","Canada","1998-03-13","120.00","25.00",True
"Gravad lax","Bern","Switzerland","1998-03-20","11.00","25.00",False
"Gravad lax","Boise","USA","1998-01-22","11.00","25.00",False
"Gravad lax","Lille","France","1997-01-08","11.00","25.00",False
"Gravad lax","London","UK","1997-05-01","11.00","25.00",False
"Gravad lax","México D.F.","Mexico","1996-07-18","11.00","25.00",False
"Gravad lax","München","Germany","1996-10-24","11.00","25.00",False
"Guaraná Fantástica","Albuquerque","USA","1998-04-06","20.00","0.00",True
"Guaraná Fantástica","Århus","Denmark","1997-03-05","20.00","0.00",True
"Guaraná Fantástica","Århus","Denmark","1998-03-12","20.00","0.00",True
"Guaraná Fantástica","Bergamo","Italy","1996-08-07","20.00","0.00",True
"Guaraná Fantástica","Bergamo","Italy","1997-03-06","20.00","0.00",True
"Guaraná Fantástica","Bern","Switzerland","1996-07-11","20.00","0.00",True
"Guaraná Fantástica","Boise","USA","1997-06-02","20.00","0.00",True
"Guaraná Fantástica","Boise","USA","1998-03-30","20.00","0.00",True
"Guaraná Fantástica","Boise","USA","1998-04-17","20.00","0.00",True
"Guaraná Fantástica","Brandenburg","Germany","1997-12-26","20.00","0.00",True
"Guaraná Fantástica","Brandenburg","Germany","1998-02-18","20.00","0.00",True
"Guaraná Fantástica","Charleroi","Belgium","1998-02-12","20.00","0.00",True
"Guaraná Fantástica","Colchester","UK","1996-11-15","20.00","0.00",True
"Guaraná Fantástica","Graz","Austria","1996-07-23","20.00","0.00",True
"Guaraná Fantástica","Graz","Austria","1998-02-18","20.00","0.00",True
"Guaraná Fantástica","Graz","Austria","1998-03-23","20.00","0.00",True
"Guaraná Fantástica","Graz","Austria","1998-03-26","20.00","0.00",True
"Guaraná Fantástica","Helsinki","Finland","1997-10-07","20.00","0.00",True
"Guaraná Fantástica","Lille","France","1997-12-03","20.00","0.00",True
"Guaraná Fantástica","Lisboa","Portugal","1996-11-12","20.00","0.00",True
"Guaraná Fantástica","London","UK","1997-03-12","20.00","0.00",True
"Guaraná Fantástica","Luleå","Sweden","1996-08-14","20.00","0.00",True
"Guaraná Fantástica","Luleå","Sweden","1998-02-03","20.00","0.00",True
"Guaraná Fantástica","Madrid","Spain","1996-08-14","20.00","0.00",True
"Guaraná Fantástica","México D.F.","Mexico","1996-08-29","20.00","0.00",True
"Guaraná Fantástica","México D.F.","Mexico","1997-04-25","20.00","0.00",True
"Guaraná Fantástica","México D.F.","Mexico","1998-05-05","20.00","0.00",True
"Guaraná Fantástica","Montréal","Canada","1997-06-11","20.00","0.00",True
"Guaraná Fantástica","München","Germany","1997-08-07","20.00","0.00",True
"Guaraná Fantástica","München","Germany","1998-01-29","20.00","0.00",True
"Guaraná Fantástica","Münster","Germany","1997-02-14","20.00","0.00",True
"Guaraná Fantástica","Portland","USA","1998-02-12","20.00","0.00",True
"Guaraná Fantástica","Reggio Emilia","Italy","1998-04-09","20.00","0.00",True
"Guaraná Fantástica","Rio de Janeiro","Brazil","1997-05-19","20.00","0.00",True
"Guaraná Fantástica","Rio de Janeiro","Brazil","1997-08-28","20.00","0.00",True
"Guaraná Fantástica","Rio de Janeiro","Brazil","1998-03-03","20.00","0.00",True
"Guaraná Fantástica","Salzburg","Austria","1997-07-11","20.00","0.00",True
"Guaraná Fantástica","San Cristóbal","Venezuela","1997-04-07","20.00","0.00",True
"Guaraná Fantástica","San Cristóbal","Venezuela","1998-03-19","20.00","0.00",True
"Guaraná Fantástica","San Cristóbal","Venezuela","1998-04-28","20.00","0.00",True
"Guaraná Fantástica","Sao Paulo","Brazil","1996-12-18","20.00","0.00",True
"Guaraná Fantástica","Sao Paulo","Brazil","1997-04-21","20.00","0.00",True
"Guaraná Fantástica","Sao Paulo","Brazil","1997-10-14","20.00","0.00",True
"Guaraná Fantástica","Sevilla","Spain","1998-04-08","20.00","0.00",True
"Guaraná Fantástica","Stavern","Norway","1996-12-18","20.00","0.00",True
"Guaraná Fantástica","Stavern","Norway","1997-04-29","20.00","0.00",True
"Guaraná Fantástica","Toulouse","France","1996-11-20","20.00","0.00",True
"Guaraná Fantástica","Toulouse","France","1998-04-27","20.00","0.00",True
"Guaraná Fantástica","Tsawassen","Canada","1998-04-16","20.00","0.00",True
"Guaraná Fantástica","Vancouver","Canada","1997-08-05","20.00","0.00",True
"Guaraná Fantástica","Warszawa","Poland","1998-04-03","20.00","0.00",True
"Gudbrandsdalsost","Barquisimeto","Venezuela","1996-09-03","26.00","15.00",True
"Gudbrandsdalsost","Bern","Switzerland","1997-11-19","26.00","15.00",True
"Gudbrandsdalsost","Boise","USA","1998-02-18","26.00","15.00",True
"Gudbrandsdalsost","Bruxelles","Belgium","1997-05-07","26.00","15.00",True
"Gudbrandsdalsost","Cunewalde","Germany","1998-03-19","26.00","15.00",True
"Gudbrandsdalsost","Frankfurt a.M.","Germany","1997-07-09","26.00","15.00",True
"Gudbrandsdalsost","Genève","Switzerland","1997-01-20","26.00","15.00",True
"Gudbrandsdalsost","Genève","Switzerland","1998-04-17","26.00","15.00",True
"Gudbrandsdalsost","Graz","Austria","1997-07-10","26.00","15.00",True
"Gudbrandsdalsost","Graz","Austria","1997-09-12","26.00","15.00",True
"Gudbrandsdalsost","Köln","Germany","1997-01-07","26.00","15.00",True
"Gudbrandsdalsost","Lander","USA","1997-11-27","26.00","15.00",True
"Gudbrandsdalsost","London","UK","1996-11-26","26.00","15.00",True
"Gudbrandsdalsost","London","UK","1997-11-24","26.00","15.00",True
"Gudbrandsdalsost","Marseille","France","1997-11-26","26.00","15.00",True
"Gudbrandsdalsost","México D.F.","Mexico","1996-09-18","26.00","15.00",True
"Gudbrandsdalsost","München","Germany","1997-10-24","26.00","15.00",True
"Gudbrandsdalsost","Nantes","France","1996-09-20","26.00","15.00",True
"Gudbrandsdalsost","Oulu","Finland","1997-06-30","26.00","15.00",True
"Gudbrandsdalsost","Paris","France","1998-03-20","26.00","15.00",True
"Gudbrandsdalsost","Rio de Janeiro","Brazil","1998-04-14","26.00","15.00",True
"Gudbrandsdalsost","Salzburg","Austria","1996-12-24","26.00","15.00",True
"Gudbrandsdalsost","Salzburg","Austria","1997-11-19","26.00","15.00",True
"Gudbrandsdalsost","San Cristóbal","Venezuela","1996-12-26","26.00","15.00",True
"Gudbrandsdalsost","San Cristóbal","Venezuela","1997-05-29","26.00","15.00",True
"Gudbrandsdalsost","San Cristóbal","Venezuela","1997-12-25","26.00","15.00",True
"Gudbrandsdalsost","Seattle","USA","1997-10-06","26.00","15.00",True
"Gudbrandsdalsost","Stuttgart","Germany","1996-11-18","26.00","15.00",True
"Gudbrandsdalsost","Stuttgart","Germany","1997-08-21","26.00","15.00",True
"Gudbrandsdalsost","Toulouse","France","1996-11-11","26.00","15.00",True
"Gudbrandsdalsost","Toulouse","France","1997-04-02","26.00","15.00",True
"Gula Malacca","Anchorage","USA","1998-04-20","27.00","15.00",True
"Gula Malacca","Boise","USA","1997-02-20","27.00","15.00",True
"Gula Malacca","Bräcke","Sweden","1997-06-06","27.00","15.00",True
"Gula Malacca","Bruxelles","Belgium","1998-03-26","27.00","15.00",True
"Gula Malacca","Butte","USA","1997-08-07","27.00","15.00",True
"Gula Malacca","Cunewalde","Germany","1997-10-03","27.00","15.00",True
"Gula Malacca","Cunewalde","Germany","1997-10-29","27.00","15.00",True
"Gula Malacca","Cunewalde","Germany","1997-11-18","27.00","15.00",True
"Gula Malacca","Eugene","USA","1997-09-04","27.00","15.00",True
"Gula Malacca","Frankfurt a.M.","Germany","1996-08-19","27.00","15.00",True
"Gula Malacca","Graz","Austria","1996-11-11","27.00","15.00",True
"Gula Malacca","Lisboa","Portugal","1997-03-31","27.00","15.00",True
"Gula Malacca","Lisboa","Portugal","1997-05-28","27.00","15.00",True
"Gula Malacca","Luleå","Sweden","1996-08-12","27.00","15.00",True
"Gula Malacca","México D.F.","Mexico","1997-04-25","27.00","15.00",True
"Gula Malacca","México D.F.","Mexico","1997-06-23","27.00","15.00",True
"Gula Malacca","México D.F.","Mexico","1997-09-22","27.00","15.00",True
"Gula Malacca","Rio de Janeiro","Brazil","1996-08-27","27.00","15.00",True
"Gula Malacca","San Cristóbal","Venezuela","1997-12-25","27.00","15.00",True
"Gula Malacca","Sao Paulo","Brazil","1998-04-22","27.00","15.00",True
"Gula Malacca","Seattle","USA","1997-03-10","27.00","15.00",True
"Gula Malacca","Toulouse","France","1998-01-14","27.00","15.00",True
"Gula Malacca","Tsawassen","Canada","1997-01-10","27.00","15.00",True
"Gula Malacca","Tsawassen","Canada","1998-03-12","27.00","15.00",True
"Gumbär Gummibärchen","Aachen","Germany","1998-01-09","15.00","0.00",True
"Gumbär Gummibärchen","Barquisimeto","Venezuela","1996-10-16","15.00","0.00",True
"Gumbär Gummibärchen","Barquisimeto","Venezuela","1996-11-19","15.00","0.00",True
"Gumbär Gummibärchen","Bergamo","Italy","1997-01-03","15.00","0.00",True
"Gumbär Gummibärchen","Boise","USA","1996-12-25","15.00","0.00",True
"Gumbär Gummibärchen","Boise","USA","1997-10-22","15.00","0.00",True
"Gumbär Gummibärchen","Brandenburg","Germany","1998-01-06","15.00","0.00",True
"Gumbär Gummibärchen","Brandenburg","Germany","1998-01-23","15.00","0.00",True
"Gumbär Gummibärchen","Bruxelles","Belgium","1998-04-07","15.00","0.00",True
"Gumbär Gummibärchen","Buenos Aires","Argentina","1997-02-17","15.00","0.00",True
"Gumbär Gummibärchen","Charleroi","Belgium","1997-02-26","15.00","0.00",True
"Gumbär Gummibärchen","Cunewalde","Germany","1997-05-19","15.00","0.00",True
"Gumbär Gummibärchen","Cunewalde","Germany","1998-04-14","15.00","0.00",True
"Gumbär Gummibärchen","Frankfurt a.M.","Germany","1997-07-08","15.00","0.00",True
"Gumbär Gummibärchen","Genève","Switzerland","1997-11-24","15.00","0.00",True
"Gumbär Gummibärchen","Genève","Switzerland","1997-11-28","15.00","0.00",True
"Gumbär Gummibärchen","Graz","Austria","1997-08-15","15.00","0.00",True
"Gumbär Gummibärchen","Lander","USA","1997-01-31","15.00","0.00",True
"Gumbär Gummibärchen","London","UK","1998-04-15","15.00","0.00",True
"Gumbär Gummibärchen","Luleå","Sweden","1997-02-12","15.00","0.00",True
"Gumbär Gummibärchen","Luleå","Sweden","1998-01-28","15.00","0.00",True
"Gumbär Gummibärchen","México D.F.","Mexico","1997-09-22","15.00","0.00",True
"Gumbär Gummibärchen","München","Germany","1996-10-24","15.00","0.00",True
"Gumbär Gummibärchen","Rio de Janeiro","Brazil","1997-01-21","15.00","0.00",True
"Gumbär Gummibärchen","Rio de Janeiro","Brazil","1997-07-02","15.00","0.00",True
"Gumbär Gummibärchen","Salzburg","Austria","1997-09-30","15.00","0.00",True
"Gumbär Gummibärchen","San Cristóbal","Venezuela","1997-12-25","15.00","0.00",True
"Gumbär Gummibärchen","Sao Paulo","Brazil","1997-03-26","15.00","0.00",True
"Gumbär Gummibärchen","Sao Paulo","Brazil","1998-02-04","15.00","0.00",True
"Gumbär Gummibärchen","Seattle","USA","1997-10-30","15.00","0.00",True
"Gumbär Gummibärchen","Torino","Italy","1997-01-22","15.00","0.00",True
"Gumbär Gummibärchen","Versailles","France","1998-03-24","15.00","0.00",True
"Gustaf's Knäckebröd","Bergamo","Italy","1997-08-18","104.00","25.00",True
"Gustaf's Knäckebröd","Boise","USA","1997-07-18","104.00","25.00",True
"Gustaf's Knäckebröd","Bräcke","Sweden","1998-04-06","104.00","25.00",True
"Gustaf's Knäckebröd","Colchester","UK","1997-12-08","104.00","25.00",True
"Gustaf's Knäckebröd","Graz","Austria","1998-01-16","104.00","25.00",True
"Gustaf's Knäckebröd","Lille","France","1997-12-03","104.00","25.00",True
"Gustaf's Knäckebröd","London","UK","1997-02-04","104.00","25.00",True
"Gustaf's Knäckebröd","London","UK","1998-03-11","104.00","25.00",True
"Gustaf's Knäckebröd","Lyon","France","1996-07-08","104.00","25.00",True
"Gustaf's Knäckebröd","Montréal","Canada","1997-08-04","104.00","25.00",True
"Gustaf's Knäckebröd","Oulu","Finland","1997-05-30","104.00","25.00",True
"Gustaf's Knäckebröd","Rio de Janeiro","Brazil","1997-08-28","104.00","25.00",True
"Gustaf's Knäckebröd","Salzburg","Austria","1998-01-21","104.00","25.00",True
"Gustaf's Knäckebröd","Stuttgart","Germany","1997-09-01","104.00","25.00",True
"Ikura","Albuquerque","USA","1998-05-06","31.00","0.00",True
"Ikura","Århus","Denmark","1997-10-01","31.00","0.00",True
"Ikura","Århus","Denmark","1998-03-12","31.00","0.00",True
"Ikura","Barcelona","Spain","1997-06-13","31.00","0.00",True
"Ikura","Barquisimeto","Venezuela","1996-11-19","31.00","0.00",True
